isic_id,target
ISIC_0082829,0.9622056484222412
ISIC_0114227,0.5532330870628357
ISIC_0157465,0.00028333987575024366
ISIC_0197356,0.003125068498775363
ISIC_0275647,0.05946182459592819
ISIC_0332355,0.7580617070198059
ISIC_0528190,0.9736955165863037
ISIC_0576478,8.644256581646914e-07
ISIC_0719839,0.9485641121864319
ISIC_0968965,0.6288458704948425
ISIC_1071408,0.9807383418083191
ISIC_1164461,0.9605298638343811
ISIC_1167597,0.014041045680642128
ISIC_1211710,0.9992852807044983
ISIC_1565789,0.015973221510648727
ISIC_1659472,0.16527794301509857
ISIC_1665523,0.0009394675143994391
ISIC_1705108,0.9103578329086304
ISIC_1721956,0.8762237429618835
ISIC_1767539,0.10898842662572861
ISIC_1792562,0.848310649394989
ISIC_1805261,0.9942232966423035
ISIC_1885694,0.8646760582923889
ISIC_2299573,0.8718363642692566
ISIC_2353180,0.0003362019488122314
ISIC_2358370,0.2587912082672119
ISIC_2364514,0.9991724491119385
ISIC_2522407,5.616499265670427e-07
ISIC_2620684,0.8892346024513245
ISIC_2795200,0.08177471160888672
ISIC_2913326,0.03953096643090248
ISIC_3005303,0.982817530632019
ISIC_3156688,0.8068808913230896
ISIC_3190920,0.9609600901603699
ISIC_3198474,0.06950730085372925
ISIC_3229915,5.937576588621596e-06
ISIC_3237789,0.1441677212715149
ISIC_3361287,0.00020167359616607428
ISIC_3418189,0.9223847985267639
ISIC_3450877,0.9960434436798096
ISIC_3545867,0.41967809200286865
ISIC_3744161,0.9711148142814636
ISIC_3801297,0.9833274483680725
ISIC_3812820,0.0025399508886039257
ISIC_3813551,0.5934993624687195
ISIC_3819458,2.3938549929880537e-05
ISIC_3834879,4.1655766835901886e-05
ISIC_3890780,0.9986164569854736
ISIC_3911373,0.0004425712104421109
ISIC_3955107,0.9630044102668762
ISIC_4079957,0.40303024649620056
ISIC_4113828,0.0001800235331756994
ISIC_4217775,0.8482906818389893
ISIC_4356565,2.6387142497696914e-05
ISIC_4495429,0.0003603058576118201
ISIC_4652719,0.010292895138263702
ISIC_4676558,0.12850195169448853
ISIC_4719164,0.003056491259485483
ISIC_4908511,0.7372106313705444
ISIC_4956341,0.008628557436168194
ISIC_5068210,0.9461041688919067
ISIC_5221028,0.22623994946479797
ISIC_5347922,0.03444835916161537
ISIC_5599240,0.00021190717234276235
ISIC_5604930,0.035215768963098526
ISIC_5985180,0.8132565021514893
ISIC_6031870,0.05560104548931122
ISIC_6134400,0.003721977584064007
ISIC_6242031,0.9210094809532166
ISIC_6306355,7.032906069071032e-06
ISIC_6395169,0.9663786292076111
ISIC_6553846,0.9995686411857605
ISIC_6621626,0.10938052088022232
ISIC_6730784,0.9735104441642761
ISIC_6776067,0.9315938949584961
ISIC_6867783,0.003218290163204074
ISIC_7063920,0.5041413903236389
ISIC_7224080,0.09127122908830643
ISIC_7231436,0.9369670748710632
ISIC_7235721,0.8018825650215149
ISIC_7800702,0.9956383109092712
ISIC_8195275,0.015262533910572529
ISIC_8398608,0.8447989821434021
ISIC_8491708,0.9999535083770752
ISIC_8670115,0.00926048494875431
ISIC_8717913,0.9722083210945129
ISIC_8793515,0.04775397852063179
ISIC_8885890,0.8697366118431091
ISIC_9152373,0.9222927689552307
ISIC_9153490,5.1459039241308346e-05
ISIC_9188287,0.9744429588317871
ISIC_9266851,0.9778492450714111
ISIC_9308780,0.06961765140295029
ISIC_9347557,0.0011035794159397483
ISIC_9413613,2.358515757805435e-06
ISIC_9441573,4.010109222463143e-08
ISIC_9661879,0.02074887789785862
ISIC_9877311,0.7946494221687317
ISIC_9917954,0.007829234004020691
ISIC_9941636,0.8597332239151001
